Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_Mm,Co2_Emissions_Mt,Crop_Yield_Mt_Per_Ha,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_Kg_Per_Ha,Fertilizer_Use_Kg_Per_Ha,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_Usd,Climate_Stress_Index,Yield_Per_Input
2009,Usa,South,Corn,0.087271818,0.802648311,0.497966102,0.576388889,0.5,0.054678818,0.49829966,0.553221289,0.177907974,Crop Rotation,0.347120042,494.543,0.036189069
2009,Argentina,Northwest,Sugarcane,0.965991498,0.031837601,0.251525424,0.43125,0.5,0.502222716,0.590518104,0.923669468,0.496713347,Water Management,0.147423775,71.324,0.018823242
2009,Argentina,Northwest,Cotton,0.473868467,0.506204635,0.050169492,0.59375,0.5,0.796732607,0.661732346,0.030412165,0.295513004,Water Management,0.432990959,329.238,0.08115747
2009,India,Punjab,Cotton,0.657414354,0.785745413,0.998983051,0.40625,1,0.502222716,0.114422885,0.636254502,0.957130609,Water Management,0.585913012,497.353,0.031343284
2009,Canada,Prairies,Soybeans,0.9939985,0.362458564,0.590169492,0.102083333,0.2,0.566348077,0.679535907,0.217486995,0.806087454,Organic Farming,0.347120042,259.173,0.015703208
2009,China,Central,Vegetables,0.84096024,0.903690633,0.709152542,0.395833333,1,0.192931763,0.599519904,0.643257303,0.970277222,No Adaptation,0.990078491,563.028,0.022665268
2009,Australia,New South Wales,Rice,0.264316079,0.012620021,0.136271186,0.135416667,0.4,0.910424539,0.974594919,0.396058423,0.83309517,No Adaptation,0.107666503,50.926,0.011584956
2009,Australia,New South Wales,Vegetables,0.833708427,0.198419729,0.647457627,0.197916667,0.2,0.479884419,0.402080416,0.335634254,0.951557588,Water Management,0.373759811,165.911,0.02386613
2009,Usa,Northeast,Corn,0.150537634,0.278658484,0.114915254,0.189814815,0.4,0.225050011,0.49829966,0.971488595,0.898542441,No Adaptation,0.347120042,198.328,0.010321008
2009,Usa,Nan,Corn,0.933733433,0.114651797,0.048474576,0.611111111,0.4,0.917870638,0.396079216,0.320228091,0.970134324,No Adaptation,0.250259047,115.308,0.058478425
2009,India,West Bengal,Sugarcane,0.35983996,0.976274504,0.255932203,0.416666667,0.1,0.679817737,0.213042609,0.757102841,0.496713347,No Adaptation,0.256139419,592.085,0.025755495
2009,Russia,Northwestern,Sugarcane,0.744436109,0.439714665,0.790169492,0.610416667,0.6,0.015670149,0.49829966,0.649959984,0.269505573,Organic Farming,0.4591353,302.005,0.03395666
2009,Australia,Queensland,Cotton,0.686171543,0.889920415,0.398644068,0.743055556,0.7,0.795510113,0.73874775,0.227290916,0.295227208,Crop Rotation,0.354629174,550.113,0.060316414
2009,Nigeria,North Central,Wheat,0.2028007,0.279165714,0.657288136,0.164583333,0.9,0.798955323,0.266653331,0.49719888,0.521006002,No Adaptation,0.347120042,205.039,0.018123634
2009,Canada,Quebec,Wheat,0.382845711,0.016099188,0.276271186,0.3375,0.5,0.626472549,0.354270854,0.004401761,0.389539869,Drought-resistant Crops,0.363572779,55.735,0.099478624
2009,Nigeria,South East,Fruits,0.652413103,0.506204635,0.531186441,0.395833333,0.9,0.070237831,0.046609322,0.780212085,0.804801372,Organic Farming,0.490000777,336.437,0.026551936
2009,Canada,British Columbia,Wheat,0.778944736,0.525393639,0.497966102,0.658333333,0.9,0.279395421,0.352670534,0.575330132,0.974707059,Water Management,0.347120042,348.405,0.043245372
2009,Argentina,Patagonia,Barley,0.502375594,0.54590787,0.878644068,0.216666667,0.7,0.736163592,0.071014203,0.764305722,0.496713347,Drought-resistant Crops,0.38266456,359.542,0.017115337
2009,Nigeria,South West,Sugarcane,0.803950988,0.597763188,0.706101695,0.56875,0.1,0.353078462,0.952990598,0.710884354,0.759502715,No Adaptation,0.200042743,389.467,0.024279629
2009,Nigeria,Northeast,Soybeans,0.83695924,0.974488484,0.318644068,0.333333333,0.6,0.187486108,0.49829966,0.807923169,0.496713347,Crop Rotation,0.565299329,598.364,0.017713215
2009,Canada,Quebec,Sugarcane,0.254563641,0.506204635,0.024745763,0.395833333,0,0.532785063,0.137627526,0.392356943,0.948128037,No Adaptation,0.251534855,325.382,0.045830681
2009,Argentina,Patagonia,Soybeans,0.24356089,0.372671029,0.634576271,0.447916667,0.5,0.502222716,0.977595519,0.49719888,0.782080594,Water Management,0.510782841,256.881,0.023945783
2009,India,Victoria,Vegetables,0.667166792,0.899429188,0.457627119,0.622685185,0.8,0.298844188,0.958991798,0.479291717,0.926550443,Water Management,0.96456234,555.931,0.03241123
2009,France,Ile-De-France,Fruits,0.439609902,0.653015517,0.531186441,0.40625,0.5,0.230829073,0.897379476,0.868447379,0.747070592,Drought-resistant Crops,0.357245551,415.284,0.016616428
2009,India,Northeast,Fruits,0.502375594,0.41114191,0.571186441,0.302083333,1,0.921982663,0.025805161,0.147358944,0.899542726,Water Management,0.371765148,281.965,0.102932551
2009,Usa,West,Sugarcane,0.980995249,0.840269046,0.497966102,0.585416667,0.3,0.976328073,0.388277656,0.49719888,0.120462989,Organic Farming,0.707568065,525.929,0.042472198
2009,Argentina,Northwest,Fruits,0.548387097,0.583167829,0.449491525,0.655092593,1,0.502222716,0.580516103,0.367547019,0.863818234,No Adaptation,0.363585732,377.758,0.049109148
2009,India,West Bengal,Wheat,0.623905976,0.81148554,0.501355932,0.352083333,0.8,0.225494554,0.387677536,0.825130052,0.988996856,No Adaptation,0.496820195,506.559,0.019156381
2009,Nan,Quebec,Wheat,0.301825456,0.989169572,0.162372881,0.074074074,0.1,0.538119582,0.870574115,0.779911965,0.698913975,Drought-resistant Crops,0.075564075,597.781,0.006285201
2009,Usa,Midwest,Soybeans,0.421355339,0.197087358,0.372542373,0.701388889,0.4,0.887530562,0.057011402,0.49719888,0.630322949,Drought-resistant Crops,0.493944771,158.185,0.064949608
2009,Nigeria,North Central,Cotton,0.379844961,0.717055067,0.719661017,0.610416667,0.6,0.380306735,0.920784157,0.493897559,0.660760217,Crop Rotation,0.414410797,452.291,0.032012859
2009,Argentina,Northwest,Sugarcane,0.965991498,0.031837601,0.251525424,0.43125,0.5,0.187041565,0.590518104,0.923669468,0.054444127,Water Management,0.147423775,71.324,0.018823242
2009,Nigeria,North West,Barley,0.536134034,0.990576956,0.193559322,0.395833333,0.1,0.502222716,0.322464493,0.893357343,0.838668191,Crop Rotation,0.748361526,601.656,0.020291217
2009,Argentina,Northeast,Cotton,0.502375594,0.212161371,0.865084746,0.2875,0.6,0.196265837,0.139027806,0.599939976,0.927264933,No Adaptation,0.347120042,172.356,0.024900662
2009,Usa,Midwest,Vegetables,0.113028257,0.4105811,0.590169492,0.252083333,0.7,0.560791287,0.806361272,0.894057623,0.10917405,Water Management,0.40496205,276.548,0.011774157
2009,India,West Bengal,Coffee,0.138034509,0.448623335,0.991186441,0.30625,0.3,0.624916648,0.420484097,0.467987195,0.399256931,Water Management,0.286532135,300.897,0.025759117
2009,India,Tamil Nadu,Barley,0.633908477,0.267542293,0.766101695,0.714583333,0,0.614914425,0.125825165,0.216186475,0.010002858,Crop Rotation,0.347120042,202.866,0.122260629
2009,China,South,Soybeans,0.667916979,0.506204635,0.890847458,0.472916667,1,0.946321405,0.49829966,0.950580232,0.496713347,Drought-resistant Crops,0.375242857,340.006,0.020610119
2009,India,Punjab,Coffee,0.502375594,0.720341344,0.88440678,0.302083333,0.5,0.02678373,0.612522505,0.74869948,0.726636182,No Adaptation,0.347120042,456.859,0.016480421
2009,Nigeria,South West,Fruits,0.35883971,0.957724896,0.497966102,0.428240741,0.2,0.749166481,0.211842368,0.49719888,0.768933981,Drought-resistant Crops,0.245181722,584.029,0.037508154
2009,Australia,Western Australia,Sugarcane,0.639909977,0.013123678,0.997966102,0.55625,1,0.16092465,0.49829966,0.766206483,0.684052586,No Adaptation,0.282141284,64.54,0.027826002
2009,Usa,Midwest,Soybeans,0.142285571,0.193983254,0.497966102,0.25,0.9,0.382529451,0.49829966,0.49719888,0.496713347,Drought-resistant Crops,0.365761728,155.209,0.020227393
2009,Usa,Northeast,Soybeans,0.180045011,0.086997057,0.497966102,0.43125,0.5,0.587463881,0.516103221,0.553721489,0.668905402,Water Management,0.529110432,94.96,0.028145534
2009,China,South,Corn,0.502375594,0.056116763,0.445084746,0.429166667,0.3,0.575238942,0.133226645,0.581132453,0.191483281,Crop Rotation,0.277737482,80.669,0.035025844
2009,Canada,Quebec,Soybeans,0.246061515,0.570540664,0.476271186,0.395833333,0.7,0.18770838,0.394678936,0.544917967,0.541726207,No Adaptation,0.273411393,366.698,0.02871195
2009,Brazil,North,Fruits,0.350587647,0.265241899,0.701694915,0.410416667,0.3,0.477550567,0.49829966,0.81522609,0.856530437,Crop Rotation,0.276662436,198.209,0.020692544
2009,Usa,Northeast,Corn,0.217554389,0.422093788,0.577966102,0.104166667,0.2,0.297510558,0.49829966,0.678971589,0.064875679,Organic Farming,0.045637645,283.14,0.00959386
2009,India,Punjab,Wheat,0.443860965,0.506204635,0.17559322,0.444444444,0.6,0.109579907,0.407281456,0.494097639,0.857959417,No Adaptation,0.137152553,330.188,0.033484035
2009,Usa,Midwest,Fruits,0.004751188,0.223395439,0.868474576,0.491666667,1,0.707268282,0.377675535,0.295618247,0.226207488,No Adaptation,0.447678937,173.506,0.052042054
2009,China,Central,Barley,0.502375594,0.994238298,0.687457627,0.504166667,0.2,0.072793954,0.871774355,0.758203281,0.622177765,No Adaptation,0.570396083,607.872,0.021827243
2009,Argentina,Northeast,Corn,0.772193048,0.183302852,0.964745763,0.304166667,0.5,0.790953545,0.645529106,0.026810724,0.790082881,Water Management,0.347120042,160.117,0.049027237
2009,Australia,Victoria,Soybeans,0.638909727,0.506204635,0.451864407,0.143518519,0.5,0.782840631,0.49829966,0.484593838,0.625178622,No Adaptation,0.19106028,334.773,0.014385588
2009,India,Quebec,Wheat,0.623655914,0.633351432,0.156271186,0.324074074,0.1,0.613136253,0.426285257,0.652460984,0.472992284,Drought-resistant Crops,0.228660985,402.364,0.021128369
2009,Nigeria,South East,Rice,0.03675919,0.858047094,0.132881356,0.395833333,0.3,0.183485219,0.870374075,0.675770308,0.035724493,No Adaptation,0.060215527,521.324,0.019270229
2009,India,Punjab,Fruits,0.88572143,0.86014031,0.220338983,0.166666667,0.5,0.460435652,0.844968994,0.996598639,0.496713347,Crop Rotation,0.064748854,533.855,0.008188117
2009,France,Grand Est,Wheat,0.144036009,0.138255844,0.309830508,0.020833333,0,0.291731496,0.778355671,0.379351741,0.902543584,Organic Farming,0.08598425,120.563,0.006935525
2009,Canada,Ontario,Corn,0.744936234,0.430630965,0.331864407,0.56712963,0,0.076572572,0.215643129,0.586034414,0.067876536,Crop Rotation,0.347120042,291.669,0.041199034
2009,Nigeria,South West,Soybeans,0.999499875,0.506204635,0.806101695,0.25625,0.5,0.922538342,0.373474695,0.49719888,0.623035153,No Adaptation,0.355639458,342.234,0.022435159
2009,China,East,Rice,0.659164791,0.155858862,0.498983051,0.085416667,0.2,0.8563014,0.525705141,0.271308523,0.611889111,No Adaptation,0.067604849,138.673,0.015046849
2009,Nigeria,South East,Sugarcane,0.968492123,0.980632394,0.871864407,0.247916667,0.5,0.976772616,0.196639328,0.324929972,0.516147471,No Adaptation,0.097479471,608.078,0.035094601
2009,Nigeria,South East,Rice,0.03675919,0.858047094,0.132881356,0.090277778,0.3,0.183485219,0.870374075,0.675770308,0.035724493,No Adaptation,0.060215527,521.324,0.007493978
2009,France,Grand Est,Wheat,0.018254564,0.797686746,0.60779661,0.097916667,0.5,0.502222716,0.328665733,0.5015006,0.972277794,Crop Rotation,0.246872005,491.909,0.012916112
2009,Argentina,Northeast,Cotton,0.787946987,0.971248643,0.926101695,0.395833333,1,0.207712825,0.725745149,0.267406963,0.542869391,Water Management,0.143810067,602.138,0.033728919
2009,Australia,Victoria,Wheat,0.502375594,0.082431988,0.309152542,0.272916667,0.6,0.305845743,0.49829966,0.823529412,0.896256073,No Adaptation,0.478673937,94.8,0.015047109
2009,Brazil,North,Fruits,0.210302576,0.888520175,0.250169492,0.048611111,0.4,0.133807513,0.49829966,0.49719888,0.203915404,No Adaptation,0.092972049,541.706,0.008725542
2009,Australia,New South Wales,Fruits,0.617404351,0.351785306,0.893898305,0.472916667,1,0.196932652,0.632326465,0.337034814,0.496713347,Drought-resistant Crops,0.147384918,252.967,0.037584803
2009,China,East,Wheat,0.368092023,0.003882808,0.806440678,0.395833333,0.8,0.502222716,0.687737548,0.489395758,0.58945413,Crop Rotation,0.069314561,54.01,0.025613661
2009,Russia,Central,Sugarcane,0.134533633,0.447958936,0.021694915,0.460648148,1,0.322849522,0.532106421,0.492096839,0.59574164,Drought-resistant Crops,0.74676191,293.303,0.031762562
2009,Russia,Siberian,Cotton,0.205551388,0.822658884,0.298644068,0.12962963,0.7,0.183818626,0.563512703,0.848339336,0.921549014,Crop Rotation,0.109266119,505.802,0.008859649
2009,Nigeria,South East,Wheat,0.59339835,0.774389895,0.02,0.740740741,0.8,0.472216048,0.804960992,0.223989596,0.890540154,No Adaptation,0.564651711,481.163,0.057335847
2009,Russia,Volga,Coffee,0.24656164,0.586518403,0.222711864,0.05787037,0.6,0.407646144,0.940988198,0.557923169,0.496713347,Water Management,0.15268891,373.206,0.00674114
2009,Argentina,Northwest,Corn,0.283570893,0.217069355,0.568474576,0.341666667,0.5,0.781840409,0.829365873,0.430172069,0.720348671,Crop Rotation,0.20660959,169.654,0.022528951
2009,Nigeria,South East,Cotton,0.430357589,0.443229554,0.305423729,0.263888889,0.9,0.246721494,0.791358272,0.282112845,0.330380109,No Adaptation,0.347120042,296.515,0.023113825
2009,Canada,Prairies,Wheat,0.07551888,0.492991656,0.674576271,0.302083333,0.1,0.502222716,0.285257051,0.335634254,0.144041155,Organic Farming,0.317015517,321.787,0.035933661
2009,Canada,Ontario,Vegetables,0.570142536,0.404751529,0.077288136,0.539351852,0.3,0.444654368,0.650730146,0.962985194,0.592597885,Organic Farming,0.83634044,273.429,0.021414266
2009,India,West,Wheat,0.52688172,0.673118963,0.376949153,0.520833333,0.3,0.6018004,0.897379476,0.089135654,0.767505001,No Adaptation,0.198456079,425.822,0.049270073
2009,Brazil,South,Wheat,0.389597399,0.146721581,0.769830508,0.922916667,0.3,0.502222716,0.147829566,0.510104042,0.496713347,Drought-resistant Crops,0.852537368,132.92,0.074684397
2009,France,Ile-De-France,Rice,0.645411353,0.570483511,0.402033898,0.333333333,0.8,0.61558124,0.537107421,0.092236895,0.070305802,No Adaptation,0.569955703,371,0.050943396
2009,France,Nouvelle-Aquitaine,Cotton,0.909977494,0.473377579,0.173898305,0.393518519,1,0.07501667,0.920384077,0.530512205,0.496713347,Water Management,0.260420175,318.185,0.021484961
2009,China,East,Vegetables,0.503375844,0.468694633,0.365762712,0.858796296,0.5,0.394198711,0.217643529,0.74909964,0.496713347,Organic Farming,0.437032096,311.383,0.047931789
2009,Brazil,South,Barley,0.445111278,0.127139653,0.716949153,0.489583333,0.7,0.502222716,0.583916783,0.725690276,0.996141755,Crop Rotation,0.618365153,122.954,0.024961074
2009,Australia,Victoria,Barley,0.394098525,0.711822027,0.281016949,1,0.5,0.254945543,0.944588918,0.321428571,0.243783938,Crop Rotation,0.85650079,445.45,0.05934312
2009,Usa,Northeast,Rice,0.392848212,0.948048237,0.519661017,0.395833333,0,0.502222716,0.899979996,0.463585434,0.496713347,Water Management,0.422933451,578.811,0.023386748
2009,India,Punjab,Vegetables,0.240310078,0.506204635,0.175932203,0.252314815,0.4,0.721827073,0.429885977,0.246198479,0.80422978,Water Management,0.271190063,327.349,0.032675578
2009,India,Punjab,Wheat,0.502375594,0.490805567,0.305423729,0.020833333,1,0.216714826,0.136227245,0.447078832,0.586881966,Crop Rotation,0.135779603,324.217,0.01027984
2009,France,Provence-Alpes-Cote D’Azur,Rice,0.279569892,0.333282134,0.497966102,0.395833333,0.9,0.399644365,0.824564913,0.631952781,0.756930552,Water Management,0.529583193,234.85,0.020489471
2009,India,Tamil Nadu,Fruits,0.48212053,0.64055981,0.860338983,0.302083333,1,0.712047122,0.796959392,0.345838335,0.328951129,No Adaptation,0.347120042,412.733,0.023263521
2009,Canada,Quebec,Soybeans,0.922730683,0.537785049,0.636610169,0.479166667,0.9,0.935985775,0.836167233,0.699679872,0.39082595,No Adaptation,0.646588348,358.295,0.022346369
2009,India,Central,Wheat,0.869217304,0.417303681,0.078644068,0.62962963,0.5,0.239831074,0.847369474,0.432272909,0.992712203,Crop Rotation,0.947827889,284.457,0.036605081
2009,Nigeria,North West,Barley,0.855963991,0.310410356,0.300677966,0.652777778,0.7,0.63891976,0.473294659,0.674569828,0.746784796,Organic Farming,0.275846437,226.813,0.035497178
2009,Canada,Northeast,Wheat,0.189547387,0.180716694,0.991186441,0.395833333,0.6,0.640142254,0.647929586,0.839535814,0.876393255,No Adaptation,0.176592493,152.113,0.018408045
2009,Usa,Northeast,Fruits,0.502375594,0.339818969,0.389830508,0.395833333,1,0.568459658,0.614322865,0.869447779,0.828665333,Drought-resistant Crops,0.917040126,240.426,0.018204804
2009,Canada,Quebec,Sugarcane,0.44236059,0.274439904,0.921016949,0.479166667,0.2,0.762947322,0.572914583,0.672068828,0.617033438,Water Management,0.347120042,206.201,0.026019618
2009,France,Nouvelle-Aquitaine,Rice,0.175043761,0.293214551,0.849491525,0.16875,0.1,0.225272283,0.398679736,0.391456583,0.684338382,Crop Rotation,0.349487086,212.673,0.019620569
2009,Russia,Volga,Barley,0.252813203,0.1253322,0.497966102,0.050925926,0.3,0.672149367,0.528905781,0.642557023,0.450557302,Drought-resistant Crops,0.160738803,116.897,0.007306434
2009,Nigeria,North West,Coffee,0.502375594,0.605532377,0.337966102,0.474537037,1,0.705823516,0.788557712,0.175970388,0.496713347,Drought-resistant Crops,0.198255317,388.741,0.043073742
2009,Australia,Queensland,Vegetables,0.189797449,0.9067483,0.522033898,0.495833333,0.5,0.692487219,0.49829966,0.208683473,0.722777937,Crop Rotation,0.299484496,554.272,0.055384615
2009,France,Provence-Alpes-Cote D’Azur,Wheat,0.502375594,0.233957964,0.791864407,0.833333333,0.5,0.225827962,0.689137828,0.178771509,0.953843955,Crop Rotation,0.347120042,183.712,0.075913777
2009,France,Nouvelle-Aquitaine,Wheat,0.981995499,0.873835515,0.469152542,0.282407407,0.5,0.857857302,0.931586317,0.861644658,0.089311232,Crop Rotation,0.296822786,544.88,0.012487849
2009,Russia,Central,Wheat,0.385346337,0.506204635,0.370508475,0.395833333,0,0.124916648,0.00420084,0.711984794,0.156044584,No Adaptation,0.442886563,330.011,0.029830134
2009,Canada,Prairies,Coffee,0.502375594,0.761827027,0.447457627,0.696759259,0.1,0.509557679,0.316863373,0.974489796,0.525435839,Water Management,0.347120042,475.42,0.030276514
2009,China,East,Vegetables,0.740935234,0.221134337,0.06779661,0.527777778,0.1,0.830184485,0.434686937,0.732392957,0.947556445,No Adaptation,0.49009792,172.186,0.028446389
2009,Argentina,Northeast,Sugarcane,0.502375594,0.231954049,0.285084746,0.331018519,0.7,0.160368971,0.231646329,0.397759104,0.936696199,Organic Farming,0.177065254,178.505,0.035898415
2009,Argentina,Northeast,Barley,0.907976994,0.017778048,0.306779661,0.083333333,0.6,0.204823294,0.584716943,0.347238896,0.991711918,Organic Farming,0.347120042,63.445,0.012467293
2009,India,Punjab,Fruits,0.650912728,0.506204635,0.341016949,0.622685185,0.5,0.732273839,0.889577916,0.334733894,0.869105459,Water Management,0.470960806,333.936,0.039766971
2009,Russia,Siberian,Cotton,0.254063516,0.506204635,0.860338983,0.102083333,0,0.545121138,0.641928386,0.066726691,0.6690483,Organic Farming,0.244825532,332.771,0.022392561
2009,Canada,Quebec,Fruits,0.745936484,0.537420701,0.717966102,0.602083333,0.2,0.374305401,0.200040008,0.302020808,0.710060017,Crop Rotation,0.602582701,355.29,0.074017467
2009,France,Ile-De-France,Corn,0.679419855,0.064753958,0.039661017,0.3,0.5,0.552900645,0.234446889,0.231992797,0.092169191,Drought-resistant Crops,0.424889257,84.441,0.048580968
2009,Usa,South,Coffee,0.795948987,0.002968366,0.733898305,0.675,0.2,0.240386753,0.650530106,0.408763505,0.278651043,Crop Rotation,0.264655597,56.789,0.045235855
2009,Usa,West,Vegetables,0.264566142,0.830181603,0.281694915,0.097222222,0.7,0.664147588,0.448489698,0.467386955,0.14575593,Drought-resistant Crops,0.189901044,510.572,0.012398461
2009,Russia,Volga,Coffee,0.24656164,0.586518403,0.497966102,0.05787037,0.6,0.407646144,0.940988198,0.557923169,0.496713347,Water Management,0.15268891,375.642,0.00674114
2009,Australia,Victoria,Barley,0.298324581,0.506204635,0.467118644,0.324074074,0.3,0.255167815,0.51130226,0.906762705,0.496713347,Water Management,0.247150481,330.422,0.015780943
2009,Canada,Quebec,Wheat,0.223055764,0.506204635,0.508135593,0.30625,0.5,0.455656813,0.49829966,0.43927571,0.818805373,No Adaptation,0.178528871,330.282,0.025382963
2009,Australia,Western Australia,Coffee,0.502375594,0.205838858,0.360677966,0.574074074,0.1,0.874416537,0.878375675,0.365246098,0.947556445,No Adaptation,0.620450483,163.352,0.03597299
2009,China,Central,Barley,0.502375594,0.184392324,0.497966102,0.601851852,0.8,0.89264281,0.047409482,0.951180472,0.584024007,Organic Farming,0.593975857,153.959,0.030970755
2009,Russia,Central,Cotton,0.972493123,0.657266246,0.72440678,0.529166667,0.7,0.934541009,0.914782957,0.464985994,0.695913118,Crop Rotation,0.774803772,426.167,0.029343629
2009,Russia,Siberian,Wheat,0.319329832,0.506204635,0.705762712,0.2,1,0.006557013,0.641528306,0.290316126,0.433981137,Organic Farming,0.33705282,334.186,0.021152608
2009,Nigeria,Northeast,Soybeans,0.799449862,0.733118535,0.185423729,0.101851852,0.8,0.912202712,0.585317063,0.49719888,0.373392398,No Adaptation,0.175051162,461.991,0.011126391
2009,Australia,Western Australia,Coffee,0.19579895,0.893738927,0.034237288,0.395833333,0.9,0.418426317,0.173034607,0.976790716,0.979136896,Crop Rotation,0.512881123,543.543,0.020126724
2009,Canada,Ontario,Wheat,0.293073268,0.171393667,0.170847458,0.400462963,0.3,0.303067348,0.588317664,0.022308924,0.974564161,Organic Farming,0.652591767,140.275,0.066727885
2009,France,Nouvelle-Aquitaine,Cotton,0.952738185,0.2898354,0.497966102,0.361111111,0.2,0.419204268,0.906981396,0.664865946,0.133752501,Organic Farming,0.345381188,217.2,0.017814411
2009,India,Tamil Nadu,Soybeans,0.502375594,0.084800251,0.230508475,0.422916667,0.9,0.367303845,0.784356871,0.728191277,0.671191769,No Adaptation,0.248342098,96.03,0.020145094
2009,Usa,Northeast,Fruits,0.089022256,0.902290393,0.497966102,0.452083333,0.6,0.502222716,0.344868974,0.238595438,0.496713347,Drought-resistant Crops,0.622697718,550.554,0.057051282
2009,Australia,Western Australia,Wheat,0.144286072,0.412342116,0.190508475,0.569444444,0.5,0.514447655,0.047409482,0.49719888,0.644184053,Drought-resistant Crops,0.203080071,273.972,0.05480226
2009,Canada,Ontario,Wheat,0.293073268,0.171393667,0.170847458,0.400462963,0.3,0.303067348,0.588317664,0.022308924,0.974564161,Organic Farming,0.347120042,140.275,0.066727885
2009,Australia,Victoria,Coffee,0.788697174,0.506204635,0.986440678,0.208333333,1,0.502222716,0.909381876,0.676370548,0.523149471,Organic Farming,0.325110743,342.301,0.011831727
2009,India,Punjab,Barley,0.427606902,0.212904355,0.881355932,0.7375,0.5,0.113247388,0.322664533,0.115446178,0.71763361,Organic Farming,0.677246587,171.819,0.126689895
2009,France,Ile-De-France,Fruits,0.439609902,0.653015517,0.531186441,0.40625,0.7,0.230829073,0.49829966,0.49719888,0.747070592,Drought-resistant Crops,0.347120042,415.684,0.029151243
2009,Russia,Northwestern,Vegetables,0.160540135,0.991566411,0.000677966,0.280092593,0.6,0.371304734,0.822564513,0.203681473,0.287939411,Crop Rotation,0.347120042,596.997,0.026555751
2009,Argentina,Pampas,Wheat,0.523380845,0.857207664,0.638305085,0.716666667,0.9,0.839297622,0.868973795,0.016706683,0.367676479,No Adaptation,0.347120042,532.365,0.076853056
2009,Usa,West,Cotton,0.502375594,0.237179945,0.557627119,0.395833333,1,0.453211825,0.851170234,0.49719888,0.884681338,No Adaptation,0.211958915,184.443,0.023156089
2009,Canada,Prairies,Wheat,0.502375594,0.633572898,0.263050847,0.395833333,0,0.327628362,0.267053411,0.963885554,0.552872249,Crop Rotation,0.117154107,401.778,0.019506909
2009,India,Western Australia,Wheat,0.502375594,0.199712808,0.586101695,0.064583333,0.5,0.870193376,0.49829966,0.054521809,0.538439554,Drought-resistant Crops,0.140027977,162.717,0.023223957
2009,India,Tamil Nadu,Barley,0.555388847,0.506204635,0.509830508,0.577083333,0.6,0.974105357,0.916183237,0.503701481,0.077593598,No Adaptation,0.640753309,334.484,0.030284009
2009,Russia,Central,Wheat,0.530382596,0.286574127,0.973559322,0.816666667,0.9,0.186152478,0.027805561,0.867747099,0.496713347,Drought-resistant Crops,0.779589669,215.916,0.04461642
2009,India,Prairies,Wheat,0.022255564,0.803666343,0.154576271,0.046296296,0.9,0.942876195,0.273854771,0.49719888,0.756501858,Crop Rotation,0.056834961,492.094,0.010090034
2009,France,Provence-Alpes-Cote D’Azur,Fruits,0.991247812,0.947055209,0.603389831,0.075,1,0.166148033,0.180436087,0.731292517,0.520720206,No Adaptation,0.089656244,588.175,0.009308479
2009,Nigeria,North Central,Corn,0.522130533,0.347566726,0.986440678,0.616666667,0.3,0.458990887,0.49829966,0.379251701,0.289797085,Drought-resistant Crops,0.904327384,248.881,0.048770556
2009,Russia,Central,Rice,0.574393598,0.829163571,0.382372881,0.418981481,0.5,0.780395643,0.74634927,0.18947579,0.110460131,No Adaptation,0.362543067,514.21,0.039455307
2009,China,Central,Barley,0.502375594,0.994238298,0.687457627,0.504166667,0.2,0.072793954,0.871774355,0.49719888,0.622177765,No Adaptation,0.570396083,607.872,0.02786555
2009,Australia,Queensland,Rice,0.963990998,0.96809453,0.497966102,0.298611111,0,0.061569238,0.867573515,0.096838735,0.848671049,Drought-resistant Crops,0.470138331,596.695,0.032174556
2009,Canada,Quebec,Wheat,0.588897224,0.783216409,0.937627119,0.854166667,0.9,0.493887531,0.912982597,0.75180072,0.496713347,Drought-resistant Crops,1,494.372,0.033984567
2009,Usa,West,Cotton,0.253813453,0.237179945,0.557627119,0.395833333,1,0.453211825,0.49829966,0.49719888,0.884681338,No Adaptation,0.211958915,181.461,0.028556319
2009,Nigeria,South West,Rice,0.807951988,0.396743013,0.037966102,0.423611111,0.5,0.92153812,0.861172234,0.421368547,0.976278937,No Adaptation,0.637521695,271.85,0.026450116
2009,Canada,Ontario,Barley,0.416604151,0.755165171,0.097288136,0.520833333,0.9,0.313402978,0.151830366,0.918867547,0.79294084,Crop Rotation,0.61294459,469.162,0.026873694
2009,Brazil,North,Wheat,0.338834709,0.206810453,0.565762712,0.214583333,0.4,0.557457213,0.605521104,0.49719888,0.789225493,Organic Farming,0.114324016,164.349,0.017
2009,India,Tamil Nadu,Rice,0.415603901,0.603814225,0.497966102,0.364583333,0.5,0.108246277,0.920384077,0.181072429,0.842097742,Organic Farming,0.26687045,387.154,0.03108689
2009,Russia,Central,Corn,0.358089522,0.439989713,0.127118644,0.039351852,0.6,0.1527006,0.266653331,0.363945578,0.485424407,No Adaptation,0.094578142,291.656,0.012219156
2009,Brazil,Northeast,Sugarcane,0.502375594,0.781287506,0.824745763,0.179166667,0.1,0.899422094,0.047409482,0.761304522,0.007287797,Water Management,0.181125819,489.655,0.015396226
2009,Nigeria,North West,Corn,0.975493873,0.298297565,0.649491525,0.522916667,0.4,0.063236275,0.482896579,0.849939976,0.120748785,Organic Farming,0.484353548,223.952,0.024598202
